date,district_name,station_name,total,latitude,longitude,09:30 AM,10:30 AM,11:30 AM,12:30 PM,01:30 PM,02:30 PM,03:30 PM,04:30 PM,05:30 PM,06:30 PM,07:30 PM,08:30 PM,09:30 PM,10:30 PM,11:30 PM,12:30 AM,01:30 AM,02:30 AM,03:30 AM,04:30 AM
01-09-2026,Ariyalur,Namangunam,0.0,11.28,79.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Ariyalur,Jayankondam,0.4,11.22,79.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
01-09-2026,Ariyalur,Amanakanthondi,0.0,11.21,79.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Ariyalur,Suthamalli,0.0,11.1,79.27,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,
01-09-2026,Ariyalur,Meensurutty,0.0,11.24,79.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Ariyalur,Udayarpalayam,0.0,11.19,79.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Ranipet,Arakkonam West,0.0,13.08,79.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Ranipet,Banavaram,0.0,13.02,79.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Tiruvallur,Alamathi,0.0,13.21,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Ranipet,Gudalore (Ranipet),0.0,13.1,79.51,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
01-09-2026,Tiruvallur,Kanagamachatram,0.2,13.21,79.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
01-09-2026,Tiruvallur,B.R.Palli,0.0,13.23,79.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Ranipet,Valarpuram,0.2,13.17,79.67,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Coimbatore,Aliyar Dam,0.0,10.58,76.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Jallipatti,0.0,10.55,77.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kottur,0.0,10.54,76.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Anaimalai,0.0,10.63,76.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Periyapodhu,0.0,10.61,76.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kanjampalli,0.0,11.23,77.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Coimbatore,Vadavalli,0.0,11.23,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Annur,0.0,11.24,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Pillayapalayam,0.0,11.19,77.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Keeranatham,0.0,11.11,76.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Sarcarsamakulam,0.0,11.14,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Singanallur,0.0,11.0,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Periyanaickanpalayam,0.0,11.15,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Naickepalayam,0.0,11.15,76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Thudiyalur,0.0,11.08,76.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Chinnathadagam,0.0,11.08,76.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Velliyankadu,0.0,11.11,76.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kothavadi,0.0,10.81,77.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kinathukadavu,0.0,10.81,77.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Solanur,0.0,10.72,77.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Vadachittur,0.0,10.84,77.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Vellalore,0.0,10.97,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Madukkarai,0.0,10.9,76.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Othakalmandabam,0.0,10.87,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Myleripalayam,0.0,10.87,77.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Bellathi,0.0,11.26,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Chikkadasampalayam,0.0,11.31,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Karamadai,0.0,11.24,76.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Ranipet,Perikalakattur,0.0,13.05,79.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Coimbatore,Tholampalayam,0.0,11.18,76.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Erumburai,0.0,11.36,77.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Tiruvallur,RK Pet,0.2,13.15,79.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
01-09-2026,Ranipet,Venkatapuram,0.0,13.03,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
01-09-2026,Coimbatore,Sirumugai,0.0,11.33,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Mooduthurai,0.0,11.35,77.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Poluvapatti,0.0,10.96,76.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kuniyamuthur,0.0,10.96,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Thenkarai,0.0,10.95,76.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Thondamuthur,0.0,10.99,76.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Vellimalaipattinam,0.0,11.0,76.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Aachipatty,0.0,11.0,76.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Kolarpatty,0.0,10.63,77.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Sinjuvadi,0.0,10.6,77.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Gomangalam,0.0,10.64,77.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Negamam,0.0,10.74,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Pollachi ARG,0.0,10.66,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Ramapattinam,0.0,10.69,76.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Somanur,0.0,11.09,77.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Bogampatti,0.0,10.9,77.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Sulur,0.0,11.03,77.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Varappatti,0.0,10.87,77.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Valparai Taluk Office ARG,0.0,10.32,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Cincona ARG,0.0,10.28,76.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Lower Nirar Dam ARG,0.0,10.27,76.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Coimbatore,Valparai VAO Office,0.0,10.33,76.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Chengalpattu TNDRRA ARG,0.0,12.67,79.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Palur,0.0,12.76,79.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Singaperumalkoil,0.0,12.77,80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Cheyyur,0.0,12.35,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Kovathur,0.0,12.45,80.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Pavunjur,0.0,12.45,80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Lathur,0.0,12.46,80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Chithamur,0.0,12.41,79.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Kokkarathangal,0.0,12.34,79.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
01-09-2026,Chengalpattu,Acharapakkam,0.0,12.4,79.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Athur,0.0,12.35,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Zamin Endathur,0.0,12.46,79.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Karunguzhi,0.0,12.54,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,L.Endathur,0.0,12.52,79.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Kavathur,0.0,12.5,79.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Onambakkam,0.0,12.39,79.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Perumbakkam,0.0,12.51,79.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Mamandur,0.0,12.66,79.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Pozhichalur,0.0,12.99,80.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Tambaram,0.0,12.93,80.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
01-09-2026,Chengalpattu,Medavakkam,0.0,12.92,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chengalpattu,Perumbakkam,0.0,12.9,80.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2026,Chennai,Z 01 Kathivakkam (W 02),0.0,13.22,80.32,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
01-09-2026,Chennai,Z 01 Ennore (W 03),0.0,13.2,80.32,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 01 Wimco nagar (W 05),0.0,13.18,80.31,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 01 Thiruvottiyur (W 11),0.0,13.16,80.3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 02 Manali New town (W 15),0.0,13.21,80.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 02 Manali (W 17),0.0,13.18,80.22,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 02 Manali (W 18),0.0,13.18,80.26,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 02 Manali (W 19),0.0,13.17,80.25,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 02 Manali (W 21),0.0,13.16,80.27,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 03 Puzhal (W 22),0.0,13.16,80.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 03 Madhavaram (W 30),0.0,13.15,80.23,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 04 Tondiarpet (W 42),0.0,13.12,80.29,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 04 Kasimedu (W 43),0.0,13.12,80.3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 05 Basin bridge (W 53),0.0,13.1,80.27,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 05 Chennai Central (W 58),0.0,13.08,80.27,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 05 Parrys (W 60),0.0,13.09,80.29,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 06 Kolathur (W 65),0.0,13.12,80.21,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 06 Perambur (W 67),0.0,13.11,80.23,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 07 Ambattur (W 81),0.0,13.12,80.15,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 07 Korattur (W 84),0.0,13.11,80.18,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 07 Ayapakkam (W 85),0.0,13.11,80.15,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 07 Korattur (W 86),0.0,13.1,80.17,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 08 Anna Nagar West (W 95),0.0,13.1,80.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 08 Aminjikarai (W 102),0.0,13.08,80.23,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 09 Nungambakkam (W 110),0.0,13.05,80.24,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 09 Ice House (W 120),0.0,13.05,80.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 10 Saligramam (W 129),0.0,13.06,80.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
01-09-2026,Chennai,Z 10 Vadapalani (W 134),0.0,13.05,80.22,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
